id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	B|B	B|DC	B|Ery	B|Gran	B|HSPC	B|Mono	B|NK	B|T	DC|B	DC|DC	DC|Ery	DC|Gran	DC|HSPC	DC|Mono	DC|NK	DC|T	Ery|B	Ery|DC	Ery|Ery	Ery|Gran	Ery|HSPC	Ery|Mono	Ery|NK	Ery|T	Gran|B	Gran|DC	Gran|Ery	Gran|Gran	Gran|HSPC	Gran|Mono	Gran|NK	Gran|T	HSPC|B	HSPC|DC	HSPC|Ery	HSPC|Gran	HSPC|HSPC	HSPC|Mono	HSPC|NK	HSPC|T	Mono|B	Mono|DC	Mono|Ery	Mono|Gran	Mono|HSPC	Mono|Mono	Mono|NK	Mono|T	NK|B	NK|DC	NK|Ery	NK|Gran	NK|HSPC	NK|Mono	NK|NK	NK|T	T|B	T|DC	T|Ery	T|Gran	T|HSPC	T|Mono	T|NK	T|T
CPI-SS0B5E172D4	VWF_SIRPA	simple:P04275	simple:P78324	VWF	SIRPA	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.108	0.021	0.11	0.022	0.012	0.016	0.0	0.0	0.105	0.018	0.107	0.019	0.008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.103	0.016	0.105	0.017	0.007
CPI-SS08FF78F4C	VEGFA_SIRPA	simple:P15692	simple:P78324	VEGFA	SIRPA	False	False	False	user_curated	False	0.02	0.0	0.0	0.109	0.022	0.111	0.023	0.013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.127	0.0	0.0	0.216	0.129	0.218	0.13	0.119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.018	0.0	0.0	0.107	0.02	0.109	0.021	0.01	0.038	0.0	0.0	0.128	0.04	0.129	0.042	0.031	0.033	0.0	0.0	0.122	0.035	0.124	0.036	0.025	0.02	0.0	0.0	0.109	0.022	0.111	0.023	0.012
CPI-SS0B071ED24	LRPAP1_SIRPA	simple:P30533	simple:P78324	LRPAP1	SIRPA	False	False	False	user_curated	False	0.062	0.0	0.0	0.151	0.064	0.153	0.065	0.055	0.07	0.0	0.0	0.159	0.072	0.161	0.073	0.063	0.105	0.0	0.0	0.194	0.107	0.196	0.108	0.098	0.121	0.0	0.0	0.21	0.123	0.212	0.124	0.113	0.155	0.0	0.0	0.244	0.157	0.246	0.158	0.148	0.137	0.0	0.0	0.226	0.139	0.228	0.14	0.13	0.114	0.0	0.0	0.203	0.116	0.205	0.117	0.106	0.101	0.0	0.0	0.19	0.103	0.192	0.104	0.093
CPI-SS068C129D6	CSF1_SIRPA	simple:P09603	simple:P78324	CSF1	SIRPA	False	False	False	user_curated	False	0.016	0.0	0.0	0.105	0.018	0.107	0.019	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.037	0.0	0.0	0.127	0.04	0.129	0.041	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.035	0.0	0.0	0.124	0.037	0.126	0.038	0.028	0.017	0.0	0.0	0.106	0.019	0.108	0.02	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.017	0.0	0.0	0.106	0.019	0.108	0.02	0.01
CPI-SS03A447CA2	POMC_ADRB2	simple:P01189	simple:P07550	POMC	ADRB2	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.014	0.019	0.034	0.019	0.0	0.0	0.0	0.0	0.037	0.042	0.057	0.042	0.0	0.0	0.0	0.0	0.05	0.055	0.069	0.054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.066	0.071	0.086	0.071	0.0	0.0	0.0	0.0	0.005	0.01	0.024	0.009	0.0	0.0	0.0	0.0	0.024	0.029	0.044	0.029	0.0	0.0	0.0	0.0	0.009	0.014	0.029	0.014
CPI-SS062878498	ARPC5_ADRB2	simple:O15511	simple:P07550	ARPC5	ADRB2	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.056	0.061	0.075	0.061	0.0	0.0	0.0	0.0	0.2	0.205	0.22	0.205	0.0	0.0	0.0	0.0	0.181	0.186	0.2	0.185	0.0	0.0	0.0	0.0	0.293	0.298	0.312	0.298	0.0	0.0	0.0	0.0	0.161	0.166	0.181	0.166	0.0	0.0	0.0	0.0	0.252	0.257	0.271	0.256	0.0	0.0	0.0	0.0	0.142	0.147	0.162	0.147	0.0	0.0	0.0	0.0	0.094	0.099	0.113	0.098
CPI-SS0BBCAED13	AVP_ADRB2	simple:P01185	simple:P07550	AVP	ADRB2	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.006	0.011	0.025	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.061	0.066	0.081	0.066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005	0.01	0.024	0.009
CPI-SS0C5FB41E8	INSR_ADRB2	simple:P06213	simple:P07550	INSR	ADRB2	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.081	0.086	0.101	0.086	0.0	0.0	0.0	0.0	0.035	0.04	0.054	0.039	0.0	0.0	0.0	0.0	0.086	0.091	0.105	0.091	0.0	0.0	0.0	0.0	0.033	0.039	0.053	0.038	0.0	0.0	0.0	0.0	0.025	0.03	0.045	0.03	0.0	0.0	0.0	0.0	0.007	0.012	0.026	0.011	0.0	0.0	0.0	0.0	0.006	0.011	0.026	0.011
CPI-SS0C6448B94	IL1B_ADRB2	simple:P01584	simple:P07550	IL1B	ADRB2	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.006	0.011	0.025	0.011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008	0.013	0.027	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.055	0.06	0.075	0.06	0.0	0.0	0.0	0.0	0.076	0.081	0.096	0.081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009	0.014	0.029	0.014
CPI-SS0C25DA9FF	MBP_ADRB2	simple:P02686	simple:P07550	MBP	ADRB2	False	False	False	user_curated	False	0.0	0.0	0.0	0.0	0.08	0.085	0.099	0.085	0.0	0.0	0.0	0.0	0.048	0.053	0.068	0.053	0.0	0.0	0.0	0.0	0.031	0.036	0.05	0.035	0.0	0.0	0.0	0.0	0.076	0.081	0.096	0.081	0.0	0.0	0.0	0.0	0.088	0.093	0.108	0.093	0.0	0.0	0.0	0.0	0.108	0.114	0.128	0.113	0.0	0.0	0.0	0.0	0.148	0.153	0.167	0.152	0.0	0.0	0.0	0.0	0.175	0.18	0.194	0.179
